prompt,completion,split
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is considered income from domestic sources?
<|im_start|>Answer
","Income from domestic sources include wages and salaries received by a foreign researcher working in a qualified research centre, interest and discount on bonds or securities issued by the central or local government, and distributions of profits or surplus and advance payment of dividends under the Korean Commercial Code without surplus or cumulative earnings received from a domestic corporation or other business entity.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the percentage of Korea's GNI accounted for by foreign trade in 2011?
<|im_start|>Answer
",113.2 percent<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 In what ways can expatriate managers navigate the challenges posed by Yongo networks in Korea?
<|im_start|>Answer
","Expatriate managers can navigate the challenges posed by Yongo networks in Korea by finding ways to prevent Yongo-based information transfer, organizing teams considering personal background heterogeneity to prevent Yongo fragmentation, and hiring local managers with high Yongo endowment who can take advantage of existing Yongo ties.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is the author of the introduction chapter titled ""Korea - land of great opportunities""?
<|im_start|>Answer
",Fabian Jintae Froese<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were the two key drivers of Haewoe Jikjeopgumae?
<|im_start|>Answer
",The two key drivers of Haewoe Jikjeopgumae were enthusiasm towards rare imported goods and price sensitivity.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can capital losses be deducted against employment income?
<|im_start|>Answer
","No, capital losses are deductible only against capital gains.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many foreign companies does Seoul GSC select for each programme?
<|im_start|>Answer
",Seoul GSC selects 40 foreign companies for each programme.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What materials are required to grasp the details of a transaction in connection with a service transaction under Article 6-2?
<|im_start|>Answer
","Materials with which it is possible to grasp the details of a transaction in connection with a service transaction under Article 6-2, as specified by Ordinance of the Ministry of Strategy and Finance, are required.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is Yuzhen International Korea and its role in technology transfer?
<|im_start|>Answer
",Yuzhen International Korea's role in technology transfer is discussed on page 75.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any restrictions on satellite communications in terms of foreign investment in Korea?
<|im_start|>Answer
","Yes, there are restrictions on satellite communications in terms of foreign investment in Korea. Foreign investment is permitted when the sum of shares held by foreign governments or foreigners is less than 49% of the total issued shares.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the role of transparency in considering pricing levels in technology transfer?
<|im_start|>Answer
",The role of transparency in considering pricing levels in technology transfer is discussed in relation to the World Bank Report on page 36.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the impact of the aging population on the Korean consumer market?
<|im_start|>Answer
",Companies must adjust their products and marketing campaigns to meet the needs of a comparatively older customer base.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the domain name of the website?
<|im_start|>Answer
",www.samil.com<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Which countries have been the largest exporters to Korea historically?
<|im_start|>Answer
",Japan and the US<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Where is PwC's office located in San Diego, USA?
<|im_start|>Answer
",PwC US<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can you give an example of a trend that has conquered Korea by storm and remained strong?
<|im_start|>Answer
","The coffee shop trend in Korea is an example. Before Starbucks entered the market, coffee shops played no major role. However, after Starbucks' entry, other foreign coffee companies followed, and soon Korean companies created their own coffee shops. The Korean company Caffe Bene overtook Starbucks within two years (Global Coffee Report, 2013).<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is Korea's commercial banking system described?
<|im_start|>Answer
","Korea's commercial banking system is sound, liquid, and well capitalized.<|im_end|>",train
