prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does the priority system work for design applications in Japan?
<|im_start|>Answer
","If more than one application is filed for the registration of two identical or similar designs, the application filed first will be eligible for registration. If the same person files two identical or similar design applications within a certain period, both designs will be eligible for registration under the related design system.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When must residents in Japan submit their income tax return and pay the tax owed?
<|im_start|>Answer
",Residents must submit an income tax return for the income earned each year and pay the tax owed between February 16 and March 15 of the following year.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the International Registration of Industrial Designs?
<|im_start|>Answer
",The International Registration of Industrial Designs allows for the filing of a design application with multiple offices overseas in one procedure simultaneously.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What conditions must a company meet to be exempt from the consumption tax?
<|im_start|>Answer
","A company that has no base period, such as a newly established company, must meet certain conditions to be exempt from the consumption tax.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does the concept of domestic-sourced income differ for foreign corporations in Japan?
<|im_start|>Answer
","The concept of domestic-sourced income for foreign corporations in Japan varies depending on the mode of their activity in the country. For the business year commencing on or after April 1, 2016, income attributable to permanent establishments and falling under certain categories, such as business income, interest on deposits, dividends, and license fees, is now included in the broader categories of income attributable to permanent establishment, income derived from the management/holding of assets, and other domestic-sourced income.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the full name of the organization responsible for the publication?
<|im_start|>Answer
",Japan External Trade Organization<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How did the scope of domestic-sourced income change from the business year commencing on or after April 1, 2016?
<|im_start|>Answer
","As of the business year commencing on or after April 1, 2016, the types of domestic-sourced income and taxable scope have changed. The major domestic-sourced income now includes income attributable to permanent establishment, income derived from the management/holding of assets in Japan, proceeds from the transfer of assets in Japan, consideration for providing certain services rendered in Japan such as engineers, rent of real estates and other properties in Japan, and other domestic-sourced income.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the design of a set of objects in Japan's Design Law?
<|im_start|>Answer
",The design of a set of objects in Japan's Design Law allows for discrete objects that common sense dictates are usually sold as a set to be registered as a single design of a set of objects.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can the deductible percentage of losses be 100% for a certain period in Japan?
<|im_start|>Answer
","Yes, the deductible percentage is 100% for a certain period if the corporation is an unlisted company, undergoing reconstruction, etc.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can the protection of a trademark be renewed in Japan?
<|im_start|>Answer
","Yes, the protection of a trademark can be renewed for further 10-year periods in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the sections and authors of the provided information?
<|im_start|>Answer
",The sections and authors are as follows:<|im_end|>,train
